,actions,category,drugbank_id,known_action,organism,pubmed_ids,uniprot_id
15908,substrate,enzyme,DB04920,unknown,Human,10072476,P06276
15909,,target,DB04922,unknown,Human,,P54289
15910,,target,DB04922,unknown,Human,,Q9NY47
15911,,target,DB04924,unknown,Human,17300287|16495395,P14416
15912,,target,DB04924,unknown,Human,17300287,P20309
15913,,target,DB04925,unknown,Human,17425487,P00747
15914,,target,DB04926,unknown,Human,,Q8TCU5
15915,,target,DB04927,unknown,Human,,Q14534
15916,,target,DB04929,unknown,Human,,P20292
15917,inhibitor,target,DB04930,yes,Human,20881019|19960691|19766671|19171193|14651650,P35498
15918,substrate|inducer,enzyme,DB04930,unknown,Human,19934256,P20813
15919,substrate,enzyme,DB04930,unknown,Human,19934256,P08684
15920,,target,DB04931,unknown,Human,16293341,Q01726
15921,,target,DB04932,unknown,Human,8405101,P30542
15922,,target,DB04932,unknown,Human,8405101,P29274
15923,,target,DB04932,unknown,Human,8405101,P29275
15924,,target,DB04933,unknown,Human,17803912|16820585,O00206
15925,,target,DB04934,unknown,Escherichia coli (strain K12),7492091,P0A8V2
15926,,enzyme,DB04934,unknown,Human,8879143,P08684
15927,,target,DB04937,unknown,Human,17258078,O14746
15928,antagonist|agonist,target,DB04938,yes,Human,15255284|16153821,P03372
15929,substrate,enzyme,DB04938,unknown,Human,23729558,P08684
15930,substrate,enzyme,DB04938,unknown,Human,23729558,P11712
15931,substrate,enzyme,DB04938,unknown,Human,23729558,P33261
15932,substrate,enzyme,DB04938,unknown,Human,23729558,P20813
15933,,target,DB04940,unknown,Human,15313917,P10415
15934,,target,DB04940,unknown,Human,16940412,Q9H4B7
15935,antagonist,target,DB04941,yes,Human,19808995,P13569
15936,antagonist,target,DB04941,yes,Human,19808995,Q5XXA6
15937,agonist,target,DB04942,yes,Human,17925887|15843826|11752352|17611697|15563242,P10276
15938,agonist,target,DB04942,yes,Human,17925887|15843826|17611697|15563242,P10826
15939,antagonist,target,DB04946,yes,Human,8997630|12861482,P28223
15940,antagonist,target,DB04946,yes,Human,8997630|12861482,P14416
15941,antagonist,target,DB04946,unknown,Human,23272794,P21728
15942,antagonist,target,DB04946,unknown,Human,23545936,P35462
15943,antagonist,target,DB04946,unknown,Human,23272794,P21917
15944,antagonist,target,DB04946,unknown,Human,23272794,P08908
15945,antagonist,target,DB04946,unknown,Human,23272794,P50406
15946,antagonist,target,DB04946,unknown,Human,23272794,P34969
15947,antagonist,target,DB04946,unknown,Human,23545936,P35348
15948,antagonist,target,DB04946,unknown,Human,23272794,P35367
15949,antagonist,target,DB04946,unknown,Human,,P18825
15950,substrate,enzyme,DB04946,unknown,Human,9732390|21034370,P10635
15951,substrate,enzyme,DB04946,unknown,Human,9732390|21034370,P08684
15952,substrate,enzyme,DB04946,unknown,Human,9732390,P20815
15953,substrate,enzyme,DB04946,unknown,Human,9732390,P24462
15954,substrate,enzyme,DB04946,unknown,Human,9732390,P05181
15955,substrate,enzyme,DB04946,unknown,Human,9732390,P05177
15956,,target,DB04947,unknown,Human,17511972,Q01959
15957,agonist,target,DB04948,yes,Human,1357064|10598217|10882840,P08913
15958,,target,DB04951,unknown,Human,17234158,P09958
15959,,target,DB04953,unknown,Human,15662042|17184917|17456683|10908292|10953053,O43526
15960,,target,DB04953,unknown,Human,17184917|17456683|10908292|10953053,O43525
15961,,target,DB04953,unknown,Human,17184917|11378159|16713428,P56696
15962,,target,DB04953,unknown,Human,17184917|12545144|16713428,Q9NR82
15963,substrate,enzyme,DB04953,unknown,Human,10220490|16713428,P22309
15964,substrate,enzyme,DB04953,unknown,Human,10220490,P35503
15965,substrate,enzyme,DB04953,unknown,Human,10220490,P22310
15966,substrate,enzyme,DB04953,unknown,Human,10220490,O60656
15967,inhibitor,enzyme,DB04953,unknown,Human,22783830,P11509
15968,substrate,enzyme,DB04953,unknown,Human,23386597,P11245
15969,,target,DB04954,unknown,Human,16230891|15956124|13678937,P30542
15970,,target,DB04956,unknown,Human,10829362,P01375
15971,,target,DB04957,unknown,Human,11573692|11060832,P15382
15972,,target,DB04957,unknown,Human,11573692|11060832,P51787
15973,,target,DB04957,unknown,Human,11573692|11060832,Q12809
15974,,enzyme,DB04957,unknown,Human,16052551,P04798
15975,,enzyme,DB04957,unknown,Human,16052551,P08684
15976,,enzyme,DB04957,unknown,Human,16052551,P20815
15977,,target,DB04958,unknown,Human,16918261|17530024|16814387,P20273
15978,,target,DB04959,unknown,Human,12072504,P08729
15979,,target,DB04959,unknown,Human,16061792,Q5T4S7
15980,,target,DB04960,unknown,Human,15805288,P49356
15981,activator,enzyme,DB04961,unknown,Human,17065050|18058539,P27707
15982,,target,DB04964,unknown,Human,15268682|17073521,Q8WXI7
15983,inhibitor,target,DB04967,yes,Human,9169823|10487533|11752352,P11388
15984,inhibitor,target,DB04967,yes,Human,15330152,P27695
15985,inhibitor,target,DB04967,yes,Human,9169823|10487533,P11387
15986,,target,DB04970,unknown,Human,15331910|16032484,P08908
15987,,target,DB04971,unknown,Human,,Q07869
15988,,target,DB04971,unknown,Human,,P37231
15989,,target,DB04972,unknown,Human,16014111|12738715,P09211
15990,,target,DB04973,unknown,Human,12429653,P04049
15991,,target,DB04974,unknown,Human,,P42345
15992,,target,DB04975,unknown,Human,17340571,P11388
15993,substrate,enzyme,DB04975,unknown,Human,16410820,P04798
15994,substrate,enzyme,DB04975,unknown,Human,12489027,P08684
15995,substrate,enzyme,DB04975,unknown,Human,16410820|15712360,P20813
15996,,enzyme,DB04977,unknown,Human,16633717,P08684
15997,,enzyme,DB04977,unknown,Human,16633717,P11509
15998,,enzyme,DB04977,unknown,Human,16633717,P05181
15999,,enzyme,DB04977,unknown,Human,16633717,Q02928
16000,,target,DB04978,unknown,Human,,P11388
16001,,target,DB04982,unknown,Human,12581229|17199027|16861112,P42261
16002,,target,DB04982,unknown,Human,12581229|17199027|16861112,P42262
16003,,target,DB04982,unknown,Human,12581229|17199027|16861112,P42263
16004,,target,DB04982,unknown,Human,12581229|17199027|16861112,P48058
16005,,target,DB04983,unknown,Human,12407168|12407169|12458155|14507899|15704203|16475938|17446337,P41231
16006,,target,DB04985,unknown,Human,16759641,P08865
16007,,target,DB04988,unknown,Human,16963623,P00533
16008,,target,DB04988,unknown,Human,16963623,P04626
16009,,target,DB04991,unknown,Human,,O14672
16010,,target,DB04997,unknown,Human,,P13612
16011,,target,DB04998,unknown,Human,,Q9Y6K9
16012,,target,DB05001,unknown,Human,10592235,P27487
16013,,target,DB05003,unknown,Human,,P31350
16014,,target,DB05003,unknown,Human,,P23921
16015,,target,DB05004,unknown,Human,,P49146
16016,,target,DB05004,unknown,Human,,P25929
16017,,target,DB05004,unknown,Human,,Q15761
16018,,target,DB05004,unknown,Human,,P50391
16019,,target,DB05005,unknown,Human,,P51686
16020,,target,DB05007,unknown,Human,,P01133
16021,,target,DB05007,unknown,Human,,P54760
16022,,target,DB05007,unknown,Human,,P04626
16023,,target,DB05009,unknown,Human,,P29274
16024,,target,DB05010,unknown,Human,,Q9UBS5
16025,,target,DB05010,unknown,Human,,O75899
16026,,target,DB05012,unknown,Human,,P23975
16027,ligand,target,DB05013,unknown,Human,15126366,Q05655
16028,ligand,target,DB05013,unknown,Human,15126366,P17252
16029,,target,DB05014,unknown,Human,,P22607
16030,,target,DB05014,unknown,Human,,P11362
16031,,target,DB05014,unknown,Human,,P35968
16032,,target,DB05014,unknown,Human,,P36888
16033,,target,DB05014,unknown,Human,,P09619
16034,,target,DB05014,unknown,Human,,O43519
16035,,target,DB05017,unknown,Human,,P01375
16036,,target,DB05017,unknown,Human,,P05231
16037,,target,DB05018,unknown,Human,,P06280
16038,,target,DB05020,unknown,HBV,,O11885
16039,,target,DB05022,unknown,Human,,P11388
16040,,target,DB05022,unknown,Human,,Q02880
16041,,target,DB05023,unknown,Human,,P08069
16042,,target,DB05024,unknown,Human,,Q07973
16043,,target,DB05024,unknown,Human,,P11473
16044,,target,DB05025,unknown,Human,,P00441
16045,,target,DB05026,unknown,Human,,P28223
16046,inhibitor,enzyme,DB05029,unknown,Human,1548189|1741778|12423799|12423799,P47712
16047,,target,DB05030,unknown,Human,,P14210
16048,,target,DB05030,unknown,Human,,P35968
16049,,target,DB05032,unknown,Human,,Q9H3N8
16050,,target,DB05033,unknown,Human,,Q13443
16051,,target,DB05034,unknown,Human,,P16066
16052,,target,DB05035,unknown,Human,,P10827
16053,,target,DB05035,unknown,Human,10592235,P10828
16054,,target,DB05036,unknown,Human,,Q86US8
16055,,target,DB05036,unknown,Human,,Q96KG9
16056,,target,DB05036,unknown,Human,,Q15185
16057,,target,DB05036,unknown,Human,,O14746
16058,,target,DB05037,unknown,Human,,P06493
16059,,target,DB05037,unknown,Human,,P24941
16060,agonist,target,DB05039,yes,Human,16022567,P07550
16061,substrate,enzyme,DB05039,unknown,Human,,P08684
16062,substrate,enzyme,DB05039,unknown,Human,,P22309
16063,substrate,transporter,DB05039,unknown,Human,,P08183
16064,,target,DB05041,unknown,Human,,Q16831
16065,,target,DB05041,unknown,Human,,O95045
16066,,target,DB05042,unknown,Human,,P50406
16067,,target,DB05044,unknown,Human,,P06737
16068,,target,DB05045,unknown,Human,,P50391
16069,,target,DB05045,unknown,Human,,P49146
16070,,target,DB05046,unknown,Human,,P41145
16071,,target,DB05046,unknown,Human,,P35372
16072,,target,DB05047,unknown,Human,,P48058
16073,,target,DB05047,unknown,Human,,P23560
16074,,target,DB05047,unknown,Human,,P42261
16075,,target,DB05047,unknown,Human,,P42262
16076,,target,DB05047,unknown,Human,,P42263
16077,,target,DB05049,unknown,Human,,P46098
16078,,target,DB05050,unknown,Human,,P41143
16079,,target,DB05052,unknown,Human,,Q92731
16080,,target,DB05053,unknown,Human,,P09467
16081,inhibitor,enzyme,DB05057,unknown,Human,19039079,P00813
16082,,target,DB05058,unknown,Yeast,,Q9HGT2
16083,,target,DB05060,unknown,Hepatitis C virus,,O39930
16084,,target,DB05062,unknown,Human,,P51681
16085,,target,DB05064,unknown,Human,,P28845
16086,,target,DB05065,unknown,Human,,P27487
16087,,target,DB05066,unknown,Human,,P01584
16088,,target,DB05066,unknown,Human,,P01375
16089,,target,DB05066,unknown,Human,,P05231
16090,,target,DB05066,unknown,Human,,P22301
16091,,target,DB05066,unknown,Human,,P20783
16092,,target,DB05066,unknown,Human,,P39905
16093,,target,DB05066,unknown,Human,,P34130
16094,,target,DB05069,unknown,Human,,Q9GZZ6
16095,,target,DB05069,unknown,Human,,Q9UGM1
16096,,target,DB05070,unknown,Human,,P41594
16097,,target,DB05072,unknown,Human,,P25103
16098,,target,DB05073,unknown,Human,,Q96EB6
16099,,target,DB05075,unknown,Human,,P17948
16100,,target,DB05075,unknown,Human,,P35968
16101,,target,DB05075,unknown,Human,,P35916
16102,,target,DB05075,unknown,Human,,P41240
16103,,carrier,DB05076,unknown,Human,17139284|17016423|10592235,P02753
16104,,target,DB05077,unknown,Human,,P21554
16105,,target,DB05078,unknown,Human,,P24394
16106,,target,DB05078,unknown,Human,,Q14627
16107,,target,DB05079,unknown,Human,,P35367
16108,,target,DB05079,unknown,Human,,P28223
16109,,target,DB05080,unknown,Human,,P35367
16110,,target,DB05080,unknown,Human,,Q9Y5N1
16111,,target,DB05087,unknown,Human,,P14867
16112,,target,DB05087,unknown,Human,,P47869
16113,,target,DB05087,unknown,Human,,P34903
16114,,target,DB05087,unknown,Human,,P48169
16115,,target,DB05087,unknown,Human,,P31644
16116,,target,DB05087,unknown,Human,,Q16445
16117,,target,DB05091,unknown,Human,,P30518
16118,,target,DB05092,unknown,Human,,P13612
16119,,target,DB05094,unknown,Human,,P10275
16120,,target,DB05095,unknown,Human,15481993,P35354
16121,inhibitor,enzyme,DB05095,unknown,Human,17335184,P35354
16122,,target,DB05096,unknown,Human,,Q14416
16123,,target,DB05096,unknown,Human,,Q14832
16124,,target,DB05097,unknown,Human,,Q14081
16125,,target,DB05098,unknown,Human,,P48357
16126,,target,DB05099,unknown,Human,,P02671
16127,,target,DB05101,unknown,Human,,P00533
16128,,target,DB05102,unknown,HRV-14,,P03303
16129,,target,DB05104,unknown,Human,,P41145
16130,,target,DB05105,unknown,Enterovirus J,,Q8V397
16131,,target,DB05107,unknown,Human,,P11413
16132,substrate,enzyme,DB05109,unknown,Human,19515014|19934256,P08684
16133,substrate,enzyme,DB05109,unknown,Human,19515014|19934256,P11712
16134,substrate,enzyme,DB05109,unknown,Human,19515014|19934256,P10635
16135,substrate,enzyme,DB05109,unknown,Human,19515014|19934256,P05181
16136,substrate,enzyme,DB05109,unknown,Human,19515014|19934256,P33261
16137,substrate,enzyme,DB05109,unknown,Human,19515014,P23219
16138,,target,DB05110,unknown,Human,,P01579
16139,,target,DB05111,unknown,Human,,P01579
16140,,target,DB05115,unknown,Human,,P06213
16141,,target,DB05116,unknown,Human,,P04818
16142,,target,DB05120,unknown,Human,,P06213
16143,,target,DB05122,unknown,Human,,P13612
16144,,target,DB05122,unknown,Human,,P16144
16145,,target,DB05122,unknown,Human,,P26010
16146,,target,DB05125,unknown,Human,,Q02127
16147,,target,DB05127,unknown,Human,,Q9NYK1
16148,,target,DB05129,unknown,Human,,P11387
16149,,target,DB05129,unknown,Human,,P11388
16150,,target,DB05130,unknown,Human,,P41597
16151,,target,DB05131,unknown,Human,,P00740
16152,,target,DB05133,unknown,Human,,P01584
16153,,target,DB05134,unknown,Human,,P07900
16154,,target,DB05134,unknown,Human,,P08238
16155,,target,DB05137,unknown,Human,,Q9UGM1
16156,,target,DB05137,unknown,Human,,Q9GZZ6
16157,,target,DB05139,unknown,Human,,Q9GZP0
16158,,target,DB05141,unknown,Human,,O15392
16159,,target,DB05142,unknown,Human,,Q8IW54
16160,,target,DB05142,unknown,Human,,O00408
16161,,target,DB05146,unknown,Human,,P35968
16162,,target,DB05146,unknown,Human,,P10721
16163,,target,DB05146,unknown,Human,,P16234
16164,,target,DB05146,unknown,Human,,P09619
16165,,target,DB05147,unknown,Human,,Q71U36
16166,,target,DB05147,unknown,Human,,P68363
16167,,target,DB05147,unknown,Human,,Q9BQE3
16168,,target,DB05147,unknown,Human,,P68366
16169,,target,DB05147,unknown,Human,,Q13748
16170,,target,DB05147,unknown,Human,,Q6PEY2
16171,,target,DB05147,unknown,Human,,Q9H853
16172,,target,DB05147,unknown,Human,,Q9H4B7
16173,,target,DB05147,unknown,Human,,Q13885
16174,,target,DB05147,unknown,Human,,Q9BVA1
16175,,target,DB05147,unknown,Human,,P68371
16176,,target,DB05147,unknown,Human,,Q13509
16177,,target,DB05147,unknown,Human,,P04350
16178,,target,DB05147,unknown,Human,,P07437
16179,,target,DB05147,unknown,Human,,Q9BUF5
16180,,target,DB05149,unknown,Human,,O96017
16181,,target,DB05149,unknown,Human,,O14757
16182,,target,DB05150,unknown,Human,,P05067
16183,,target,DB05152,unknown,Human,,P11229
16184,,target,DB05153,unknown,Human,,P08581
16185,,target,DB05153,unknown,Human,,P35968
16186,,target,DB05153,unknown,Human,,P10721
16187,,target,DB05153,unknown,Human,,Q02763
16188,,target,DB05155,unknown,Human,,P41145
16189,,target,DB05157,unknown,Human,,Q16539
16190,,target,DB05157,unknown,Human,,Q15759
16191,,target,DB05157,unknown,Human,,P53778
16192,,target,DB05157,unknown,Human,,O15264
16193,,target,DB05159,unknown,Human,,P41597
16194,,target,DB05161,unknown,Human,,P08246
16195,,target,DB05161,unknown,Human,,P24158
16196,inhibitor,enzyme,DB05161,unknown,Human,9049140,P05164
16197,,target,DB05162,unknown,Human,,P43220
16198,,target,DB05164,unknown,Human,,A1Z199
16199,,target,DB05165,unknown,Human,,P06730
16200,,target,DB05166,unknown,Human,,Q8TDV5
16201,,target,DB05168,unknown,Human,,P14207
16202,,target,DB05168,unknown,Human,,P41439
16203,,target,DB05168,unknown,Human,,P15328
16204,,target,DB05169,unknown,Human,,O14965
16205,,target,DB05169,unknown,Human,,Q96GD4
16206,,target,DB05171,unknown,Human,,Q96BI3
16207,,target,DB05171,unknown,Human,,Q9NZ42
16208,,target,DB05177,unknown,Human,,P09960
16209,,target,DB05183,unknown,Human,,O14920
16210,,target,DB05184,unknown,Human,,P08069
16211,,target,DB05184,unknown,Human,,P12931
16212,,target,DB05184,unknown,Human,,P00519
16213,,target,DB05184,unknown,Human,,P42684
16214,,target,DB05187,unknown,Human,,Q07869
16215,,target,DB05187,unknown,Human,,Q03181
16216,,target,DB05187,unknown,Human,,P37231
16217,,target,DB05188,unknown,Human,,Q03181
16218,,target,DB05190,unknown,Human,,P15056
16219,,target,DB05190,unknown,Human,,P04049
16220,,target,DB05191,unknown,Human,,P29274
16221,,target,DB05192,unknown,Human,10592235,P10828
16222,,target,DB05194,unknown,Human,,P15509
16223,,target,DB05194,unknown,Human,,P04141
16224,,target,DB05194,unknown,Human,,Q16498
16225,inhibitor,enzyme,DB05197,unknown,Human,1629577,P16152
16226,,target,DB05198,unknown,Human,,O14965
16227,,target,DB05198,unknown,Human,,P35968
16228,,target,DB05199,unknown,Human,,P17752
16229,,target,DB05200,unknown,Human,,P10253
16230,,target,DB05201,unknown,Human,,P21554
16231,,target,DB05202,unknown,Human,,P04275
16232,,target,DB05202,unknown,Human,,P07359
16233,,target,DB05203,unknown,Human,,Q9BYF1
16234,,target,DB05203,unknown,Human,,P00797
16235,,target,DB05204,unknown,Human,,Q06187
16236,,target,DB05205,unknown,Human,,P21397
16237,,target,DB05206,unknown,Human,,P01019
16238,,target,DB05206,unknown,Human,,P25101
16239,,target,DB05207,unknown,Human,,P01375
16240,,target,DB05207,unknown,Human,,P14778
16241,,target,DB05209,unknown,Human,,A6PZ59
16242,,target,DB05210,unknown,Human,,P27986
16243,,target,DB05210,unknown,Human,,O00459
16244,,target,DB05210,unknown,Human,,Q92569
16245,,target,DB05210,unknown,Human,,P78527
16246,,target,DB05210,unknown,Human,,P42345
16247,,target,DB05212,unknown,Human,,P19838
16248,,target,DB05212,unknown,Human,,Q00653
16249,,target,DB05213,unknown,Human,,P36888
16250,,target,DB05214,unknown,Human,,P35228
16251,,target,DB05215,unknown,Human,,P06213
16252,inducer,enzyme,DB05215,unknown,Human,,P05177
16253,,target,DB05216,unknown,Human,17325667,P10721
16254,,target,DB05216,unknown,Human,,P08581
16255,,target,DB05216,unknown,Human,,P07949
16256,,target,DB05216,unknown,Human,,P16234
16257,,target,DB05216,unknown,Human,,P36888
16258,,target,DB05216,unknown,Human,,Q06609
16259,,target,DB05217,unknown,Human,,P43490
16260,,target,DB05218,unknown,Human,,P01375
16261,,target,DB05219,unknown,Human,,P27815
16262,,target,DB05219,unknown,Human,,Q07343
16263,,target,DB05219,unknown,Human,,Q08493
16264,,target,DB05219,unknown,Human,,Q08499
16265,,target,DB05220,unknown,Human,,O14965
16266,,target,DB05222,unknown,Pseudomonas aeruginosa,,O30527
16267,,target,DB05223,unknown,Human,,Q13547
16268,,target,DB05223,unknown,Human,,Q92769
16269,,target,DB05223,unknown,Human,,O15379
16270,,target,DB05223,unknown,Human,,Q9UBN7
16271,,target,DB05224,unknown,Staphylococcus aureus (strain MRSA252),16189106,Q6GJI1
16272,,target,DB05225,unknown,Human,,P20292
16273,,target,DB05226,unknown,Human respiratory syncytial virus B (strain 18537),,P13843
16274,,target,DB05227,unknown,Human,,P28223
16275,,target,DB05228,unknown,HIV-1,,P03369
16276,,target,DB05229,unknown,Human,11790158,P43119
16277,substrate,enzyme,DB05229,unknown,Human,18827466,P10632
16278,,target,DB05232,unknown,Human,17663442,P35498
16279,,target,DB05232,unknown,Human,17663442,Q99250
16280,,target,DB05232,unknown,Human,17663442,Q9NY46
16281,,target,DB05232,unknown,Human,17663442,Q9UQD0
16282,,target,DB05233,unknown,Human,,P03372
16283,,target,DB05234,unknown,Human,,P10275
16284,,target,DB05235,unknown,Human,,Q14894
16285,,target,DB05235,unknown,Human,,P10827
16286,,carrier,DB05235,unknown,Human,,P02766
16287,,carrier,DB05235,unknown,Human,,P05543
16288,,target,DB05238,unknown,Human,,P15056
16289,,target,DB05239,unknown,Human,,Q02750
16290,,target,DB05240,unknown,Human,,P42336
16291,,target,DB05241,unknown,Human,,P42336
16292,,target,DB05241,unknown,Human,,P48736
16293,,target,DB05241,unknown,Human,,O00329
16294,,target,DB05241,unknown,Human,,P42338
16295,,target,DB05241,unknown,Human,,P42345
16296,,target,DB05243,unknown,Human,,O60674
16297,inhibitor,target,DB05246,yes,Human,11641441|2545161|19005061|11274992,O43497
16298,substrate|inhibitor,enzyme,DB05246,unknown,Human,19934256,P33261
16299,,target,DB05249,unknown,Human,,Q99062
16300,,target,DB05250,unknown,Human,,P01375
16301,,target,DB05250,unknown,Human,,P01584
16302,,target,DB05250,unknown,Human,,P05231
16303,,target,DB05252,unknown,Human,,P35228
16304,,target,DB05253,unknown,Human,,P06401
16305,,target,DB05254,unknown,Human,,P05121
16306,,target,DB05254,unknown,Human,,P00749
16307,,target,DB05255,unknown,Human,,P41180
16308,,target,DB05255,unknown,Human,,Q5T601
16309,,target,DB05256,unknown,Human,,Q13093
16310,,target,DB05258,unknown,Human,,P17181
16311,binder,target,DB05259,unknown,Human,15371592|11752352,P04229
16312,inhibitor,target,DB05260,yes,Human,15651176|1335254|12776257,P31350
16313,inhibitor,target,DB05260,yes,Human,12776254|9144341|15206110,P21281
16314,antagonist,target,DB05260,yes,Human,8366144|8381250,P02818
16315,inhibitor,target,DB05260,unknown,Shewanella sp.,15651176|8467506|12776257,Q9S427
16316,antagonist,target,DB05260,yes,Human,16122880,P01584
16317,substrate,carrier,DB05260,unknown,Human,19621374|18475921|16373528,P02787
16318,,target,DB05262,unknown,Human,16135657|16214034,P47989
16319,,target,DB05264,unknown,Human,17436088,P32927
16320,antagonist,target,DB05265,yes,Human,15458921,Q8NFA2
16321,inhibitor,target,DB05265,yes,Enterobacter aerogenes,12749277|11979876|11472321,P18314
16322,inhibitor,target,DB05266,yes,Human,20124930|21036126|16313925,P27815
16323,inhibitor,target,DB05266,yes,Human,16313925,Q07343
16324,inhibitor,target,DB05266,yes,Human,16313925,Q08493
16325,inhibitor,target,DB05266,unknown,Human,16313925,Q08499
16326,inhibitor,target,DB05266,unknown,Human,21036126,Q14432
16327,,target,DB05268,unknown,Human,,P04049
16328,,target,DB05269,unknown,Human,,P06858
16329,agonist,target,DB05271,yes,Human,18691132,P35462
16330,agonist,target,DB05271,yes,Human,18691132,P21917
16331,agonist,target,DB05271,yes,Human,18691132,P14416
16332,agonist,target,DB05271,unknown,Human,18691132,P21918
16333,agonist,target,DB05271,unknown,Human,18691132,P21728
16334,agonist,target,DB05271,unknown,Human,18691132|18704368,P08908
16335,antagonist,target,DB05271,unknown,Human,18704368,P18089
16336,substrate,enzyme,DB05271,unknown,Human,18691132,P08684
16337,substrate|inhibitor,enzyme,DB05271,unknown,Human,18691132,P10635
16338,substrate|inhibitor,enzyme,DB05271,unknown,Human,18691132,P05177
16339,,carrier,DB05275,unknown,Human,,P04278
16340,,target,DB05276,unknown,HBV,,Q69600
16341,,target,DB05278,unknown,Human,,P02741
16342,inducer,enzyme,DB05278,unknown,Human,,P05177
16343,,target,DB05280,unknown,Human,,P14416
16344,,target,DB05280,unknown,Human,,P35462
16345,,target,DB05280,unknown,Human,,P21917
16346,,target,DB05280,unknown,Human,,P08908
16347,,target,DB05281,unknown,Human,,P68366
16348,,target,DB05281,unknown,Human,,P10415
16349,,target,DB05282,unknown,Human,,O95831
16350,inducer,enzyme,DB05283,unknown,Human,,P05177
16351,,target,DB05284,unknown,Human,,P07437
16352,,target,DB05286,unknown,Human,,Q9H228
16353,,target,DB05289,unknown,Human,,Q9Y6K9
16354,,target,DB05290,unknown,Human,,P25101
16355,,target,DB05291,unknown,Human,,P05177
16356,inhibitor,target,DB05294,unknown,Human,,P15692
16357,inhibitor,target,DB05294,unknown,Human,,P00533
16358,inhibitor,target,DB05294,unknown,Human,,Q13882
16359,inhibitor,target,DB05294,unknown,Human,,Q02763
16360,substrate,enzyme,DB05294,unknown,Human,,Q01740
16361,substrate,enzyme,DB05294,unknown,Human,,P31513
16362,substrate,enzyme,DB05294,unknown,Human,,P08684
16363,binder,carrier,DB05294,unknown,Human,,P02763
16364,binder,carrier,DB05294,unknown,Human,,P02768
16365,inhibitor,transporter,DB05294,unknown,Human,19390592,P33527
16366,inhibitor,transporter,DB05294,unknown,Human,19390592,Q9UNQ0
16367,,target,DB05295,unknown,Human,,P11473
16368,,target,DB05297,unknown,Human,,P10415
16369,,target,DB05298,unknown,Human,,Q08499
16370,,target,DB05299,unknown,Human,,P60568
16371,,target,DB05301,unknown,Human,,Q13393
16372,,target,DB05301,unknown,Human,,P29466
16373,,target,DB05303,unknown,Human,,P01375
16374,,target,DB05303,unknown,Human,,P14778
16375,,target,DB05304,unknown,Human,,Q16790
16376,,target,DB05304,unknown,Human,,P60568
16377,,target,DB05305,unknown,Human,,P35225
16378,,target,DB05307,unknown,Human,,P20711
16379,,target,DB05308,unknown,Human,,P04818
16380,,target,DB05309,unknown,Human,,P08620
16381,,target,DB05311,unknown,Human,,P03952
16382,,target,DB05314,unknown,Human,,P32320
16383,,target,DB05316,unknown,Human,,P28223
16384,,target,DB05316,unknown,Human,,P14416
16385,,target,DB05317,unknown,Human,,P37268
16386,,target,DB05317,unknown,Human,,P04035
16387,,target,DB05318,unknown,Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NCIMB 12804 / NRRL 8165 / MA-4680),,Q81ZY9
16388,,target,DB05319,unknown,Human,,P16422
16389,,target,DB05321,unknown,Bacillus sp. (strain TB-90),,Q45697
16390,,target,DB05324,unknown,Human,,P00533
16391,,target,DB05327,unknown,Human,,P15121
16392,,target,DB05328,unknown,HIV-1,,P04585
16393,agonist,target,DB05332,yes,Human,,P40238
16394,,target,DB05335,unknown,Human,,P35354
16395,,target,DB05335,unknown,Human,,P23219
16396,,target,DB05337,unknown,Human,,P48060
16397,,target,DB05338,unknown,Human,,P11511
16398,,target,DB05338,unknown,Human,,P03372
16399,,target,DB05339,unknown,Human,,P08908
16400,,target,DB05341,unknown,Human,,P05155
16401,,target,DB05342,unknown,HIV-1,,P03366
16402,,target,DB05342,unknown,Human,,P04035
16403,,target,DB05343,unknown,Human,,P04271
16404,,target,DB05345,unknown,Human,,P35367
16405,,target,DB05347,unknown,SfAV-1a,,Q779J8
16406,,target,DB05351,unknown,Human,,P20648
16407,,carrier,DB05352,unknown,Human,,P02766
16408,,target,DB05358,unknown,Human,,Q9BYF1
16409,,target,DB05359,unknown,Human,,P48039
16410,,target,DB05359,unknown,Human,,P49286
16411,,target,DB05360,unknown,Human,,P30542
16412,,target,DB05361,unknown,Human,,P01008
16413,,target,DB05361,unknown,Human,,P25116
16414,,target,DB05362,unknown,Human,,P00742
16415,,target,DB05364,unknown,Human,,P10147
16416,,target,DB05366,unknown,Human,,P06401
16417,,target,DB05367,unknown,Human,,P25101
16418,,target,DB05369,unknown,Human,,P25021
16419,,target,DB05372,unknown,Human,,P21554
16420,,target,DB05374,unknown,Human,,P00533
16421,,target,DB05381,unknown,Human,,P25021
16422,,target,DB05382,unknown,Human,10592235,P03915
16423,,target,DB05383,unknown,Human,,P15121
16424,,target,DB05383,unknown,Human,,P35625
16425,,target,DB05386,unknown,Human,,P15509
16426,,target,DB05386,unknown,Human,,Q16498
16427,inhibitor,enzyme,DB05386,unknown,Human,1996559,P06276
16428,,target,DB05387,unknown,Human,,P08253
16429,,target,DB05387,unknown,Human,,P14780
16430,,target,DB05387,unknown,Human,,P39900
16431,,target,DB05389,unknown,Human,,Q7L5Y9
16432,,target,DB05389,unknown,Human,,Q86VB7
16433,,target,DB05390,unknown,Human,,P41231
16434,,target,DB05391,unknown,Human,,P07359
16435,inducer,enzyme,DB05394,unknown,Human,3498935,P09172
